year,state,ava,aal,funded_ratio,fr
2001,Alabama,25503769000,25248739000,1.010100702454883,101.0100702454883
2001,Alaska,9047750000,10131173000,0.8930604580535738,89.30604580535739
2001,Arizona,27682069874,23492132027,1.178354942079519,117.8354942079519
2001,Arkansas,12508000000,12672000000,0.9870580808080808,98.70580808080808
2001,California,315068500000,286487200000,1.0997646666238492,109.97646666238492
2001,Colorado,1822413000,1746761000,1.0433098746766158,104.33098746766159
2001,Connecticut,8991954000,13343466407,0.6738844109715605,67.38844109715605
2001,Delaware,4759031000,4232244000,1.1244699029640068,112.44699029640068
2001,Florida,95517948000,80993718000,1.179325389161663,117.93253891616631
2001,Georgia,50335458000,48710676000,1.0333557678402985,103.33557678402985
2001,Hawaii,9515957000,10506913000,0.9056853330754714,90.56853330754714
2001,Idaho,6492800000,6751300000,0.961711077866485,96.1711077866485
2001,Illinois,58650626254,81972771720,0.7154891194156147,71.54891194156147
2001,Indiana,14534063564,21829497759,0.6657992650338374,66.57992650338373
2001,Iowa,16374750433,16827787750,0.9730780228672661,97.30780228672661
2001,Kansas,9835182000,11743052000,0.8375320146755716,83.75320146755716
2001,Kentucky,27416082162,25271500709,1.084861658106289,108.4861658106289
2001,Louisiana,22496261306,28103228349,0.8004867279527509,80.0486727952751
2001,Maine,7389558862,9364416266,0.7891104637060781,78.9110463706078
2001,Maryland,30204708000,30916850360,0.9769658826268615,97.69658826268615
2001,Massachusetts,28312000000,33339683000,0.849198236227981,84.91982362279809
2001,Michigan,53066400000,54436061000,0.9748390869060125,97.48390869060125
2001,Minnesota,39200008000,38294874000,1.023635904899439,102.3635904899439
2001,Mississippi,16191631000,18494207000,0.8754974463084576,87.54974463084577
2001,Missouri,32630481857,33587664873,0.9715019481223464,97.15019481223463
2001,Montana,5090847000,4925407000,1.033589102382808,103.35891023828081
2001,Nebraska,1486008665,1704201512,0.8719676954493865,87.19676954493865
2001,Nevada,14031060100,19878391000,0.7058448593751878,70.58448593751878
2001,New Hampshire,3264901000,3909603855,0.8350976521123775,83.50976521123775
2001,New Jersey,81174940440,74373446081,1.0914505743298826,109.14505743298825
2001,New Mexico,15726510019,15946874893,0.9861813129231527,98.61813129231527
2001,New York,206723969690,167813110000,1.2318702018572922,123.18702018572922
2001,North Carolina,52868118060,48550122863,1.0889389138969767,108.89389138969767
2001,North Dakota,2530000000,2476422500,1.0216350400628327,102.16350400628326
2001,Ohio,120668672000,125959956000,0.9579923321027518,95.79923321027518
2001,Oklahoma,12388267650,19224732160,0.6443922103516058,64.43922103516057
2001,Oregon,41804600000,45386100000,0.9210881745732724,92.10881745732723
2001,Pennsylvania,82289394000,71576051000,1.1496777602329584,114.96777602329584
2001,Rhode Island,6921616880,8526625506,0.8117650851593529,81.17650851593528
2001,South Carolina,20684755000,23486404000,0.8807118790939643,88.07118790939643
2001,South Dakota,4521400000,4688408562,0.9643784111833554,96.43784111833554
2001,Tennessee,23948979000,24370353000,0.9827095651835654,98.27095651835654
2001,Texas,122685015000,122136122642,1.0044941033506434,100.44941033506434
2001,Utah,12398294000,11799887000,1.050712943268016,105.0712943268016
2001,Vermont,2071667000,2281334000,0.908094562216668,90.80945622166679
2001,Virginia,37968000000,35384000000,1.073027356997513,107.30273569975131
2001,Washington,18626100000,10370000000,1.796152362584378,179.61523625843782
2001,West Virginia,3772058000,8366863000,0.4508330063489745,45.08330063489745
2001,Wisconsin,58024300000,60134700000,0.9649054539226104,96.49054539226104
2001,Wyoming,4582462306,4442033000,1.0316137466786042,103.16137466786041
2002,Alabama,26005727000,26867643000,0.967919925093541,96.7919925093541
2002,Alaska,7310615000,11544824000,0.6332374577559606,63.323745775596066
2002,Arizona,28459874235,26341396081,1.0804239132764892,108.04239132764893
2002,Arkansas,12732000000,13460000000,0.9459138187221396,94.59138187221396
2002,California,305876300000,314889594000,0.9713763357959679,97.1376335795968
2002,Colorado,1839632000,1966143000,0.9356552397256964,93.56552397256964
2002,Connecticut,19684384000,27805715474,0.7079258226031289,70.79258226031288
2002,Delaware,4956156000,4521732000,1.0960746899639342,109.60746899639342
2002,Florida,99405677000,86469774000,1.1496002869164432,114.96002869164433
2002,Georgia,52626747000,51701373000,1.017898441497869,101.78984414978689
2002,Hawaii,9415160000,11210226000,0.8398724521700097,83.98724521700098
2002,Idaho,6062100000,7209500000,0.8408488799500659,84.08488799500658
2002,Illinois,56655050504,90552666759,0.6256585535441348,62.56585535441348
2002,Indiana,15171428529,23730792923,0.6393140161067176,63.931401610671756
2002,Iowa,16882830305,18223012416,0.9264566098948983,92.64566098948983
2002,Kansas,9962918000,12613599000,0.7898552982380366,78.98552982380366
2002,Kentucky,27502614498,27536384350,0.9987736279545357,99.87736279545358
2002,Louisiana,22318402000,29750549436,0.7501845318188765,75.01845318188765
2002,Maine,7612509160,9824917223,0.7748166205593282,77.48166205593282
2002,Maryland,30586265000,32502795424,0.9410349048751407,94.10349048751408
2002,Massachusetts,30714496000,36581190000,0.8396253921755963,83.96253921755962
2002,Michigan,53131000000,57890884000,0.917778350042124,91.7778350042124
2002,Minnesota,40742115000,40687912000,1.0013321646979574,100.13321646979574
2002,Mississippi,16823185000,20180347000,0.8336420082370238,83.36420082370239
2002,Missouri,34153975947,36455731175,0.9368616359125871,93.6861635912587
2002,Montana,5673381000,6057864000,0.9365315893522865,93.65315893522865
2002,Nebraska,4799789893,5055867993,0.9493503192024499,94.935031920245
2002,Nevada,15052331600,21796880000,0.6905727608721982,69.05727608721982
2002,New Hampshire,3443395000,4196314000,0.820576105601249,82.0576105601249
